Date,Tweet_id,Username,Tweet,no_of_replies,no_of_retweets,no_oflikes
2021-12-20 14:03:14+00:00,1.47293E+18,bakay___,@Lali_villager @_Zukoh_ @SuperiorZulu He went hard on them by saying “the African team won the FIFA World Cup”.  😳😳,0,0,0
2021-12-20 13:50:58+00:00,1.47293E+18,tzwide1,How about we have those FIFA World Cup courts that could convict a person in a week?,0,0,0
2021-12-20 13:26:37+00:00,1.47292E+18,HisenseME,"Al Thumama Stadium | 1 of 8 Stadiums of the FIFA World Cup Qatar 2022. 

🔎The stadium's white cladding is inspired by the gahfiya, a traditional woven cap worn for centuries by men in many Arab countries. 

#TheUltimateTour #Hisense https://t.co/c05v8kWs3R",0,0,2
2021-12-20 13:25:36+00:00,1.47292E+18,prbastos,1978 FIFA World Cup Qualifiers - Portugal v. Poland https://t.co/uxJREq7exO via @YouTube,0,0,0
2021-12-20 13:20:50+00:00,1.47292E+18,targetsports,"@shaunwkeaveny I met Peter Beardsley in May 1990 outside McDonalds in Wilmslow. I asked him if he was looking forward to playing in the Italia 90 FIFA World Cup Finals. In typical humble style he replied 'Aye, if selected'. Of course he was selected. ENG went out to GER on pens in the semi.",1,0,1
2021-12-20 13:18:53+00:00,1.47292E+18,NitoiuFlorina,"4️⃣ 🏆 Ligue 1
3️⃣ 🏆 Coupe de France
2️⃣ 🏆 Trophee des Champions
1️⃣ 🏆 FIFA World Cup
1️⃣ 🏆 UEFA Nations League

Joyeux anniversaire, Kylian Mbappé! 🙏",0,0,6
2021-12-20 13:18:39+00:00,1.47292E+18,Hamzah_yard,@shahzaibaIi 😂 I just watched Fifa world Cup Final 2018,0,0,0
2021-12-20 13:15:09+00:00,1.47292E+18,starfishhost1,🇫🇷 Zinedine Zidane | FIFA World Cup Goals https://t.co/vXwu7kI1vr,0,0,0
2021-12-20 13:14:48+00:00,1.47292E+18,sportsfile,"John Egan of Republic of Ireland in action against Aleksandar Mitrovic of Serbia during the FIFA World Cup 2022 qualifier at the Aviva Stadium in September.

📸 @harryamurphy 

One of the Sportsfile Images of the Year! 👇

https://t.co/GKPJGT49FN https://t.co/Pmnnk17Sm8",0,0,10
2021-12-20 13:02:42+00:00,1.47292E+18,Naxilo,@DigitalBitsOrg They never won the FIFA World Cup 🤡,1,0,7
2021-12-20 12:45:03+00:00,1.47291E+18,Teri4PF,"@mekzikana @Ada_di_ora_mma 5 African teams are eligible to play at the FIFA WORLD CUP 
13 European teams are eligible to play at the FIFA WORLD CUP 

Are you okay now?",1,0,4
2021-12-20 12:24:14+00:00,1.47291E+18,Caesar5819,@goal @PSG_English @FrenchTeam Seem like only a year ago he was winning the FIFA World Cup a teenager. Happy Birthday to the best player in the world 🎈🎁,1,0,5
2021-12-20 12:20:16+00:00,1.4729E+18,nixonbelgrade,"Set us free, @TwitterSupport 

Best regards,
Your soon to be FIFA World Cup winners",0,1,29
2021-12-20 12:16:26+00:00,1.4729E+18,gfs_sports,"On this day: In 2022, The FIFA World Cup Final will take place in Qatar's Lusail Iconic Stadium. 😍

One year to go. 🏆️ https://t.co/dve39P3HkT",0,0,1
2021-12-20 11:49:31+00:00,1.4729E+18,WTicketsHosp,Appeals court upholds guilty verdict for ex-Qatar FIFA World Cup 2022 official https://t.co/AYrThxEgk1,0,0,0
2021-12-20 11:25:13+00:00,1.47289E+18,Saeed_Tech9ja,"Have you heard?

FIFA license South Africa female referee Akhona Makalima 😍

#football 

FIFA World Cup https://t.co/jHSIYKZNzz",0,0,0
2021-12-20 11:20:36+00:00,1.47289E+18,peluitpanjangid,"3× Coupe de France
3× Coupe de la Ligue
3x Trophée des Champions
1x FIFA World Cup
1x UEFA Nations League
1x Golden Boy
1x Kopa Trophy
1x FIFA World Cup Best Young Player
1x French Player of the Year

(2/3)",1,1,2
2021-12-20 11:00:02+00:00,1.47288E+18,PeninsulaQatar,"This was the first pan-Arab tournament to be held under the FIFA umbrella and took place exactly a year before Qatar will host the region’s first FIFA World Cup.

#Qatar #FIFArabCup
https://t.co/cRKP81iO9O",0,0,0
2021-12-20 10:39:20+00:00,1.47288E+18,22bet_official,"🤔 Here the list of All-time leading goal scorers at the FIFA World Cup from 1930 to 2018

🏆 We hid the best of the best, who is this?

💬 Answer in the comments and share it with your friends

#worldcup #quiz #22bet https://t.co/NfLykkekjx",3,1,5
2021-12-20 10:39:17+00:00,1.47288E+18,22betUganda,"🤔 Here the list of All-time leading goal scorers at the FIFA World Cup from 1930 to 2018

🏆 We hid the best of the best, who is this?

💬 Answer in the comments and share it with your friends

#worldcup #quiz #22bet https://t.co/P2sfk0uZef",0,0,1
2021-12-20 10:39:13+00:00,1.47288E+18,22betTanzania,"🤔 Here the list of All-time leading goal scorers at the FIFA World Cup from 1930 to 2018

🏆 We hid the best of the best, who is this?

💬 Answer in the comments and share it with your friends

#worldcup #quiz #22bet https://t.co/6P9LI0GXNm",0,0,0
2021-12-20 10:39:10+00:00,1.47288E+18,22betNaija,"🤔 Here the list of All-time leading goal scorers at the FIFA World Cup from 1930 to 2018

🏆 We hid the best of the best, who is this?

💬 Answer in the comments and share it with your friends

#worldcup #quiz #22bet https://t.co/Mtmv2OCL5w",0,0,0
2021-12-20 10:15:12+00:00,1.47287E+18,subbuteo_deals,"Rare FIFA World Cup Edition 1982 S210 Subbuteo Set. 4 x Teams. 

£41.00 currently

Ends Tue 28th Dec @ 2:38pm

https://t.co/TsuYnu91e4

#ad #subbuteo #subbuteocollector https://t.co/vbbxYCs5oQ",0,0,1
2021-12-20 10:15:01+00:00,1.47287E+18,xamiIa,@Tractor1255 @GOATRespecter_ @englandcricket Well done for being good at 1 sport. Whens the last time Australia qualified for the FIFA world cup?,5,0,0
2021-12-20 10:00:21+00:00,1.47287E+18,DStvZimbabwe,Watch all 64 matches of the FIFA World Cup Qatar 2022. DStv is your home of #UnbeatableFootball https://t.co/BSIJm4eeMn,0,1,2
2021-12-20 09:24:38+00:00,1.47286E+18,Chirst3John,"FIFA world cup ke Hearty congratulations to all the players, this Qatar government has provided many facilities and the security system has been tightened, everyone can enjoy with ease, Qatar government is working very hard.",0,0,1
2021-12-20 09:06:21+00:00,1.47286E+18,ahmad_khiamy,The FIFA WORLD CUP 1994 Final 🇧🇷 🇮🇹. https://t.co/HAAHBCzHuf,0,1,5
2021-12-20 09:01:07+00:00,1.47285E+18,PCbyRoma,"Premier #Construction - Inaugurated on 16 May 2019 by hosting the Amir Cup Final of the Qatar Stars national football league, Al Janoub Stadium was the first new stadium commissioned for the 2022 FIFA World Cup Qatar. https://t.co/1lIWdF4w3S",0,1,0
2021-12-20 09:00:52+00:00,1.47285E+18,Politic27998676,"@cckiestorhlucas @City_Press Fifa world cup is in Qatar next year, let's all get drunk. Somebody has said she will buy me a ticket to London",0,0,0
2021-12-20 08:39:55+00:00,1.47285E+18,logoeps,"FIFA World Cup Qatar 2022 logo vector
#Qatar2022 
https://t.co/xiMGobd73Y",0,0,0
2021-12-20 08:12:58+00:00,1.47284E+18,MPBAUK,"Qatar’s #innovative #Stadium 974 (the number of containers used) 

A 40,000-seat venue, made primarily from #shipping #containers, means it is the first fully demountable stadium in FIFA World Cup history

https://t.co/JG7ndYtCrZ
@stadiumbusiness",0,0,0
2021-12-20 08:09:33+00:00,1.47284E+18,WasikeAbdu,"The 2022 FIFA World Cup is One (1) Year away. Don't miss a moment of the action LIVE on DStv.⚽

Catch All the 64 matches. Get connected now with with the @DStvUganda kit for only 79k.

#ChooseJoy | #UnbeatableFootball | #DStvJoy https://t.co/AshuOPchLH",0,1,8
2021-12-20 07:16:50+00:00,1.47283E+18,WTicketsHosp,World Cup: The toll and Cost of Qatar FIFA World Cup 2022 https://t.co/aJx8SnjSHc,0,0,0
2021-12-20 07:14:02+00:00,1.47283E+18,bojanmustur,"Imagine Qatar before the FIFA World Cup Qatar 2022
Katara Dhow Festival 2021
Doha, State of Qatar
.
https://t.co/VsHozzcqzX
https://t.co/NA3hSVgLR8
https://t.co/bbLODD1DPr
© 2021 Bojan Mustur https://t.co/79YQFzhF0m",0,0,0
2021-12-20 07:12:23+00:00,1.47283E+18,TravelerguideNG,FIFA World Cup 2018 Russia FIFA World Cup 2018 is the 21st edition of the competition. #TravellersguideNG https://t.co/X3Bieu0ODS,0,0,0
2021-12-20 07:09:29+00:00,1.47283E+18,meyiwamicha07,"Cancello,jota,Bernado,Ronaldo and Bruno fernandes.i cant believe that we might not see this talent in Qatar Fifa world cup next year.",0,0,0
2021-12-20 07:01:07+00:00,1.47282E+18,sportybettz,"Happy Birthday, Kylian #Mbappe🎊🎉🎈

#Ligue1 X4
French Cup X3
FIFA World Cup (2018)
UEFA Nations League (2020/21)
Golden Boy (2017)
French Player Of The Year X2

🔴Zibetie mechi za #PSG kila wikiendi kupitia https://t.co/KRePHGPjuz

#France #Monaco #UCL #SportybetBirthdayWishes https://t.co/4OCFhxyfCT",0,2,1
2021-12-20 06:38:52+00:00,1.47282E+18,KingAdornment,x1 FIFA World Cup,0,0,1
2021-12-20 06:35:30+00:00,1.47282E+18,LeftBehindPoet,"@MartinWesson3 @susan04071 @brianbloop2 @markwh2001 @wanderer_bolton @AlabamaHoshea @Satoshi2k21 @1971JimboJ1 @denislewin2021 @thegrimbarian @JohnRya13591294 @EuOutta @Roblev0 @David19531501 @ConraddKonnrad @HWick_Chris @Gazza41 @Davidmetroland @Jimbo12449841 @Chris_not_a_bot @BrunoTheBridge @The_Leaver @AndrewGarside3 @GeorReader @resiguru @CarlsbadCharlie @condimentset @UndercoverDane @BlamesJinds @Mindedmusically @fan_vor @afewpoints @freedfromthest1 @DigbyPink @Ciolfilicious1 @Ztx294 @kmtildsley @NPurpleline @Stilllearning90 @LabLostHeHe @lionandfox6773 @DavidNZUK @Swen_2017 @gbtully @SofiaGo11505363 @AlbertoRyman @CoastCorado @viv_cooper @GeoffreyKeey @Ella_von_T With a Federal EU, we lose the Royal family, membership of the commonwealth, English representation at FIFA World Cup and Olympic games, we lose representation in the commonwealth games. We lose our identity and our Government. We lose influence on politics. Can't think of a gain",1,0,1
2021-12-20 06:30:19+00:00,1.47282E+18,MOPHQatar,Qatar Health 2022 and the 2nd Qatar Public Health Conference is a collaborative effort between the Hamad Medical Corporation and the Ministry of Public Health in preparation for the FIFA World Cup 2022 and the pandemic response in Qatar. https://t.co/BsX7caAUiF,1,2,12
2021-12-20 06:29:20+00:00,1.47282E+18,HMC_Qatar,Qatar Health 2022 and the 2nd Qatar Public Health Conference is a collaborative effort between the Hamad Medical Corporation and the Ministry of Public Health in preparation for the FIFA World Cup 2022 and the pandemic response in Qatar. https://t.co/Xm8hXma1gc,1,1,3
2021-12-20 06:28:59+00:00,1.47282E+18,PaulB97163980,"@77alanb77 @T2Rugby Anyway the jury is still out as to whether Suarez bit Chiellini at the 2014 FIFA World Cup. If you look at the video, you will see that Suarez trips over, and his teeth accidently become inbedded in Chielini's shoulder. Suarez is then seen on the ground with teeth pain.",0,0,0
2021-12-20 05:43:28+00:00,1.4728E+18,sanchitd43,"I remember why I bunked, I was up late night watching the 2014 FIFA WORLD CUP final. 😂😂😂",2,0,7
2021-12-20 05:32:44+00:00,1.4728E+18,titan_plus,"For Guangzhou FC's 4 naturalized players who have played for China NT in the FIFA World Cup qualifiers, some CSL clibs have shown interests in Alan Carvalho and Tyias Browning. Tyias Browning is the only one in them still playing in CSL for Guangzhou FC. https://t.co/M4n2r0hGRI",0,2,8
2021-12-20 05:11:08+00:00,1.4728E+18,ministerkdidi,"Yesterday marked 38 years since the FIFA World Cup trophy was stolen in Brazil. To this day, no one knows it's whereabouts. The one that was stolen in England in 1966 was found by a dog a week later. I wonder how come the one in Brazil was never recovered. https://t.co/NvpvrHuGDI",0,0,1
2021-12-20 05:00:00+00:00,1.47279E+18,OfficialSMSA,"Bafana Bafana @bafanabafana made the Dobsonville Stadium their home when the national team trained at the Dobsonville Stadium in preparation for their Qatar 2022 FIFA World Cup qualifiers.🏟️⚽️🇿🇦💪🔥

#SMSA #DobsonvilleStadium https://t.co/XCZJoVNJZr",0,2,8
2021-12-20 04:57:00+00:00,1.47279E+18,KudaZim7,"@qatarairways I was undecided all along, but no longer: I am going to the FIFA World Cup Qatar 2022!",0,0,2
2021-12-20 04:55:06+00:00,1.47279E+18,ToxicThunder5,"2018 FIFA World Cup had the best display of the efficient usage of VAR in any tournament in which it has been used and guess what, there wasn't a single English referee present at 2018 FIFA World Cup! Coincidence?? I definitely don't think so💯",2,0,15
2021-12-20 04:40:02+00:00,1.47279E+18,Raj_LM30,"@shane70707 @Sommerfield19 @RMCF_21 @ChampionsLeague Enjoy your last UCL
Some united players are going to miss FIFA World Cup too",0,0,0
2021-12-20 04:34:10+00:00,1.47279E+18,francisco1315,The Time of Our Lives (The Official Song of the 2006 FIFA World Cup Germ... https://t.co/gRH1sFkHTg a través de @YouTube,0,0,0
2021-12-20 04:04:56+00:00,1.47278E+18,amin7oz,"Newcastle was denied a penalty yesterday, Harry Kane escaped a red card and Robertson was harshly sent off. 

Something tells me English officials should not be close to consideration for FIFA World Cup 2022. They are the most inconsistent officials right now.",0,0,0
2021-12-20 03:55:56+00:00,1.47278E+18,Are_you_the_1,"@_Zukoh_ @SuperiorZulu Lol Trevor Noah literally went hard on the French when he said, ""The African team won the FIFA World Cup"" on his behind the scenes installment(s), which garners more viewers than the actually show.Yes he doesnt do it consistently but to say he doesnt critic the EU is disingenuous",2,0,7
2021-12-20 03:34:29+00:00,1.47277E+18,Prison_Health,Q&amp;A: Migrant Worker Abuses in Qatar and FIFA World Cup 2022 https://t.co/ovUZloRgsT,0,0,0
2021-12-20 03:08:04+00:00,1.47277E+18,playzradio,Waka Waka (This Time For Africa) (The Official 2010 FIFA World Cup (TM) Song) Freshlyground - Shakira Freshlyground - Shakira - Waka Waka (This Time For Africa) (The Official 2010 FIFA World Cup (TM) Song) # LATINO / ELECTRO https://t.co/Ys8kiHeiDP,0,0,0
2021-12-20 02:27:33+00:00,1.47276E+18,Abukar_Arman,"I am confident we will see more of this from the global football fans&amp; many teams at the FIFA World Cup Qatar 2022.

Despite the headlines &amp; so-called Abraham Accords, we are approaching tipping point. People are fed-up with systematic genocide being committed agst #Palestinians.",0,2,5
2021-12-20 02:22:53+00:00,1.47275E+18,BobDavis96,"2022 FIFA World Cup: Qatar faces bigger test after successful Arab Cup
https://t.co/QQ3Xh2aFrb",0,0,0
2021-12-20 02:14:13+00:00,1.47275E+18,BiasedGunner,@Yasuke1886 @SpursOfficial That's sad. To take a personal preference as official refereeing on pitch. Those FA referees better stay away from FIFA World Cup refereeing officials.,1,0,1
2021-12-20 02:05:21+00:00,1.47275E+18,Hkan10508548,Brazil 1-7 Germany | Extended Highlights | 2014 FIFA World Cup https://t.co/uFzlMf9Wym via @YouTube. :/  🇸🇪 Sweden 🇸🇪,0,0,1
2021-12-20 00:58:41+00:00,1.47273E+18,jokottenweb,"Adidas Sweater Pullover FIFA World Cup Edition England Gr.36 Damen Rot, 8369... https://t.co/AVe4uUOOz4",0,0,0
2021-12-20 00:57:43+00:00,1.47273E+18,GrandSurri,"@talkSPORT What do you think? If that was a game in the FIFA world cup finals in Qatar in 2022, do you think England would have finished the game with 11 men?",0,0,0
2021-12-20 00:51:02+00:00,1.47273E+18,Arieh222,2022 FIFA World Cup: Qatar faces bigger test after successful Arab Cup https://t.co/Tj7i8XwcLq via @YouTube,0,0,0
2021-12-20 00:47:08+00:00,1.47273E+18,GrandSurri,Spurs vs Liverpool (19/12/2021). Did anyone see Harry Kane's tackle on Andy Robertson? The referee's decision not to issue the correct card is what could result in no referee from England officiating at the 2022 FIFA world cup finals in Qatar next year. Shocking!,0,0,0
2021-12-20 00:35:32+00:00,1.47273E+18,ToyModelUK,Boeing 777-300ER Qatar Airways FIFA World Cup 2022 1/400 Jcwings XX4489 https://t.co/sRP3wkVSo7 eBay,0,0,0
2021-12-20 00:35:16+00:00,1.47273E+18,GrandSurri,There was no referee from England at the 2018 FIFA world cup in Russia despite the fact that England's premier league is often touted as the best football league in the world. This was an indictment of the refereeing standards in England. We are in 2021 and nothing has changed.,0,0,0
2021-12-20 00:00:01+00:00,1.47272E+18,CE_ChinaEconomy,"The departure ceremony of #China’s Yutong electric vehicles to #Qatar was held in Zhengzhou, central China's Henan Province. A total of 741 electric vehicles will be transported by sea to Qatar for the Qatar FIFA World Cup 2022. https://t.co/pHMPaNKd31",0,3,2
2021-12-19 23:48:04+00:00,1.47272E+18,MessedThoughts,"@SpiosraFox Wikipedia rabbit holes are great but they took so long to get out of it can be almost infurating.

The worst tangent I got stuck in was FIFA World Cup -&gt; 8th division UK football which touched the Bermuda, Canadian and Chinese national teams via each nations qualifying route.",0,0,1
2021-12-19 23:25:29+00:00,1.47271E+18,Babs54194153,"@talkSPORT No doubt Harry should have walked but English referees are arrogant   incompetent and pathetic anyway. I hope and pray they don't get invited to the FIFA World Cup . They are just a bunch of novices. Even on the VAR they spend hours checking the VAR which is
 seconds in Europe",0,0,0
2021-12-19 22:39:47+00:00,1.4727E+18,bluechipath,🇲🇽👀⚽️ Adidas Mexico 1970 FIFA World Cup Football Soccer Jacket Copa Del Mundo Azteca https://t.co/vjaIu7TQFJ @eBay #LigaMX #ElTri,0,0,0
2021-12-19 22:37:15+00:00,1.4727E+18,LETFootball,"Silvio Gazzaniga (1921-2016), the Italian sculptor who designed the FIFA World Cup Trophy. https://t.co/gR6iKOt0e6",2,5,55
2021-12-19 22:16:43+00:00,1.47269E+18,Moroccan_Stars,"🇲🇦 @redone, the proud of Morocco, join FIFA World Cup 2022 ! Congratulations !
👏🏽👏🏽🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦 #Qatar2022",0,2,3
2021-12-19 21:42:55+00:00,1.47268E+18,Thee__Shaks,"Top 4, FIFA World Cup and an FA cup, for Mr tuchel’s first full season with Chelsea I’d take it in a heart beat! #CFC what’s your thoughts?",4,2,4
2021-12-19 21:13:33+00:00,1.47268E+18,BanglaViral,2022 FIFA World Cup: Qatar faces bigger test after successful Arab Cup https://t.co/1TxL0A6rGU,0,0,0
2021-12-19 21:02:04+00:00,1.47267E+18,playzradio,Waka Waka (This Time For Africa) (The Official 2010 FIFA World Cup (TM) Song) Freshlyground - Shakira Freshlyground - Shakira - Waka Waka (This Time For Africa) (The Official 2010 FIFA World Cup (TM) Song) # LATINO / ELECTRO https://t.co/vPtLRSWsNr,0,0,0
2021-12-19 21:00:00+00:00,1.47267E+18,Champchatpod24,"𝑸𝑼𝑬𝑺𝑻𝑰𝑶𝑵 𝑻𝑰𝑴𝑬! ❓

The start of the 2022 FIFA World Cup is now just over 11 months away. If you had to name one Championship player that you could see making their mark in Qatar, who would it be? 🤔

Let us know! 🗣

#CCP https://t.co/Cg3wwpC1T8",1,0,3
2021-12-19 20:43:02+00:00,1.47267E+18,visualPetronio,The Time of Our Lives (The Official Song of the 2006 FIFA World Cup Germany) #IlDivo  #CarlosMarín #ColorMusicVideo https://t.co/S4612HJhcR,0,0,0
2021-12-19 20:03:38+00:00,1.47266E+18,rajukua08341460,2022 FIFA World Cup: Qatar faces bigger test after successful Arab Cup - https://t.co/QqrGIZtYEy https://t.co/3LYVSM4RJg,0,0,0
2021-12-19 19:59:36+00:00,1.47266E+18,AdamKnights04,FIFA World Cup 2022 Final…Exactly One Year Today…🏴󠁧󠁢󠁥󠁮󠁧󠁿🏆⚽️,0,0,0
2021-12-19 19:38:12+00:00,1.47265E+18,planetsdon,"@dj200668 You are Petty yourself else you wouldn't use such word. Are you English too? You guys are known for fraud. Such level of incompetence, reason no English referee officiates FIFA world Cup lately.",1,0,1
2021-12-19 19:37:41+00:00,1.47265E+18,King_Fut,"FIFA president Gianni Infantino: 

“Egypt can host the FIFA World Cup.” https://t.co/uq2j7D7aHM",2,3,34
2021-12-19 19:30:01+00:00,1.47265E+18,NextgennewsO,2022 FIFA World Cup: Qatar faces bigger test after successful Arab Cup #aljazeeraenglish #asianews #worldnews #StrayKids #GoodLuckMcLeeKnow https://t.co/zbcTAkniJo,0,0,0
2021-12-19 19:20:01+00:00,1.47265E+18,NextgennewsO,2022 FIFA World Cup: Qatar faces bigger test after successful Arab Cup #aljazeeraenglish #asianews #worldnews #StrayKids #GoodLuckMcLeeKnow https://t.co/j0dPghApah,0,0,0
2021-12-19 19:15:39+00:00,1.47265E+18,tsimiks,@henrywinter @premierleague “Few”? There’s a reason why English referees weren’t selected during 2018 FIFA World Cup.,1,0,10
2021-12-19 19:11:54+00:00,1.47265E+18,JacobPacheco6,"THE WORLD CUP IS 364 DAYS AWAY!

Does Canada book their ticket to Qatar and another FIFA World Cup for the first time since 1982!?

🇨🇦 🍁 🇨🇦 🍁 🇨🇦 🍁 🇨🇦 🍁 🇨🇦 🍁 

#CANMNT #WCQ #CONCACAF #Qatar #TeamCanada #Qatar2022",1,0,2
2021-12-19 19:02:28+00:00,1.47264E+18,nnis_sports,"Happy Birthday @KMbappe 🎂🎂🎂🎂

💥FIFA World Cup 🏆
💥UEFA Nations League 🏆
💥Ligue 1 🏆🏆🏆🏆
💥Coupe De France 🏆🏆🏆
💥Coupe De La Ligue🏆🏆
💥Trophee Des Champions 🏆🏆
💥Golden Boy: 2017
💥Kopa Trophy: 2018 

Unbelievable Talent 😍

#HappyBirthday #KylianMbappe #PSG https://t.co/D7eURmLy35",0,0,1
2021-12-19 19:02:00+00:00,1.47264E+18,RJZTV,"#TodayInHistory of #football December 19 1983 The Jules Rimet Trophy the #FIFA World Cup  trophy is stolen from the #Brazilian Football Confederation in Rio de Janeiro

https://t.co/b7UjmpWtV4",0,0,0
2021-12-19 19:01:37+00:00,1.47264E+18,GulfTimes_QATAR,"As Official Airline Partner of the much-anticipated sporting event, the airline congratulates Algeria on their outstanding win in the first-ever FIFA Arab Cup, and now looks ahead to the thrilling prospect of the FIFA World Cup Qatar 2022.  https://t.co/VmilUrbVCb",0,0,0
2021-12-19 18:42:43+00:00,1.47264E+18,CrystalRacing,"Back in the day, Hungary used to have an amazing football team, who finished runners-up twice at FIFA World Cup &amp; won 3 golds at the Olympics (When it was a proper event, not today's U23 format)

Argentina? They used to have Fangio &amp; Reutemann in F1 but since 2001, no drivers https://t.co/iiTffcs2Ox",4,4,58
2021-12-19 18:27:39+00:00,1.47263E+18,tsimiks,There’s a reason why no English referees were at the 2018 FIFA World Cup.,0,1,20
2021-12-19 18:22:53+00:00,1.47263E+18,bluechipath,👀⚽️🇲🇽 Adidas Mexico 1970 FIFA World Cup Football Soccer Jacket Copa Del Mundo Azteca https://t.co/vjaIu7TQFJ @eBay #ElTri,0,0,0
2021-12-19 18:20:07+00:00,1.47263E+18,blaqxmomo,2010 fifa World cup final,0,0,1
2021-12-19 18:05:02+00:00,1.47263E+18,sportstriviabot,"Which nation hosted the FIFA World Cup in 2006?

A: Brazil
B: Germany
C: South Africa
D: United Kingdom",0,0,0
2021-12-19 18:02:13+00:00,1.47263E+18,nilabh79,@Monique_essence Hmmm…will make it once I host you next year during FIFA World Cup 😀,1,0,1
2021-12-19 18:00:29+00:00,1.47263E+18,soccercardsca,"With over 380 cards to collect, the 2022 Panini Adreanalyn XL Road To World Cup Cards focuse on 21 Nations looking to book their ticket to the FIFA World Cup Qatar 2022. https://t.co/IRepzXYzuK",0,0,0
2021-12-19 18:00:25+00:00,1.47263E+18,harl1995,@EASPORTSFIFA We need a new WHOLE FIFA world cup game not like the last one from Russia 🙄 We hate that DLC.,0,0,1
2021-12-19 18:00:20+00:00,1.47263E+18,GulfTimes_QATAR,"Having concluded a busy year by emerging third in the FIFA Arab Cup 2021, Qatar are now looking forward to the remaining months ahead of the FIFA World Cup on home soil in less than a year.  https://t.co/XzGojL6Xiq",0,0,2
2021-12-19 17:53:58+00:00,1.47263E+18,manmader,Don't miss: New @hrw Q&amp;A on Migrant Worker Abuses in Qatar and FIFA World Cup 2022 https://t.co/Mfqb4XFjt3 https://t.co/MQ8lmjQpx5,0,1,1
2021-12-19 17:44:32+00:00,1.47262E+18,GulfTimes_QATAR,"""Such amazing success confirms the full readiness of Qatar to host the best edition of the FIFA World Cup in less than one year,"" he said in a statement.  https://t.co/o382RFG1Ox",0,0,1
2021-12-19 17:43:05+00:00,1.47262E+18,Leseho_M,"@nicknthala @Velile_Mnyandu Big time and journalists are not asking him sober questions like how will he improve CAF and what's the rational to have fifa world cup every two, when every fifa tournament is held in the middle east?",1,1,3
2021-12-19 17:41:03+00:00,1.47262E+18,e360hub2,List of countries that have won FIFA World cup https://t.co/d0vnWT26u0,0,0,0
2021-12-19 17:40:58+00:00,1.47262E+18,Henzynorni,I've just posted a new blog: List of countries that have won FIFA World cup https://t.co/6j67nItH9N,0,0,0
2021-12-19 17:36:28+00:00,1.47262E+18,thabomoyi,@PetrusMeyer10 @FloydShivambu FIFA World Cup also has a 3rd and 4th place play off (losers final)😉.,1,0,0
2021-12-19 17:35:15+00:00,1.47262E+18,CamCor3,"@AleLiparoti 3. Europa League
2. OFC Champions Leahue
1. FIFA World cup",0,0,0
2021-12-19 17:33:54+00:00,1.47262E+18,macnamararonan,"There's a reason only one English referee went to the 2018 Fifa World Cup and even then it was too many, Kane not sent off because he is England captain and both Newcastle and Liverpool denied stonewallers after too many penalties were given last week",0,0,1
2021-12-19 17:28:54+00:00,1.47262E+18,mitchokonta,"South American (CONMEBOL) have won the FIFA World Cup 

Brazil 5 

Uruguay 2 

Argentina 2 

Africa (CAF) has won the world cup 

Nigeria - 0

Senegal -0 

Egypt - 0

Tunisia- 0 

Ghana-0 

Morocco- 0

You see the difference, ....",2,2,4
2021-12-19 17:18:34+00:00,1.47262E+18,Jay_Star1892,"This is why English referees don't get chosen for FIFA world cup, because of poor decision making.",0,0,2
2021-12-19 17:15:14+00:00,1.47262E+18,HIMEmperorDawad,2002 FIFA World Cup https://t.co/JNzq4vqlF2 via @googlearts,0,0,0
2021-12-19 16:42:15+00:00,1.47261E+18,xnaimacf,"May 2022 - UCL🏆
November 2022 - Ballon d'Or🥇
December 2022 - FIFA World Cup🏆

Vinicius could become the ONLY footballer ever to win these 3 honours in same year.

1% CHANCE... 99% FAITH🙏🏽 https://t.co/LS2Y480Rhk",0,3,8
2021-12-19 16:30:23+00:00,1.47261E+18,CoachBill254,@citizentvkenya @nimrodtaabu Stadium management will revamp the profitability of them. Hopefully to the Fifa world cup standards,0,0,0
2021-12-19 16:30:00+00:00,1.47261E+18,KhelNowWF,"More than half of the fans in a survey conducted by FIFA were in favour of a biennial FIFA World Cup.

👇Read here for more

#FIFA #FIFAWorldCup #FIFAWC

https://t.co/0cYuAIEkAT",0,0,1
2021-12-19 16:09:49+00:00,1.4726E+18,innienuell,"Fifa World cup 2018

No English referee took part.. They do not hate Nigerian referees (at least we have one referee at this competition) but you don't expect AFCON to bring in unqualified elements into a competition they're trying to improve on all fronts.",1,0,4
2021-12-19 16:06:00+00:00,1.4726E+18,barcaotd,"#OnThisDay in 1988 - Alexis Sánchez is born. Made 88 Liga appearances for the club from 2011-14, scoring 39 goals. Won the 2012-13 Liga title, the 2011-12 Copa del Rey, two Supercopas, 2011 UEFA Super Cup, and 2011 FIFA World Club Cup. https://t.co/6PkH3wb4GI",0,0,9
2021-12-19 16:05:02+00:00,1.4726E+18,sportstriviabot,"What was the final score of the Germany vs. Brazil 2014 FIFA World Cup match?

A: 16 - 0
B: 0 - 1
C: 3 - 4
D: 7 - 1",1,0,0
2021-12-19 16:03:18+00:00,1.4726E+18,Twitugal,"CR7 with SAF at @ManUtd [2003-2009]
1 Champions League
1 FIFA Club World Cup
3-Peat Premier League 
1 FIFA World Player | 1 Ballon d'Or
1 UCL Top Scorer | 1 European Golden Shoe
2 Premier League MVP | 1 Premier League Top Scorer https://t.co/Qn94QKZ7Yg",1,10,43
